Database,Table,Rows,Columns,Column Names
tracking_share_transactions,Transactions,15,7,"transaction_id, investor_id, transaction_type_code, date_of_transaction, amount_of_transaction, share_count, other_details"
tracking_share_transactions,Sales,15,2,"sales_transaction_id, sales_details"
tracking_share_transactions,Purchases,15,2,"purchase_transaction_id, purchase_details"
tracking_share_transactions,Transactions_Lots,15,2,"transaction_id, lot_id"
game_1,Student,34,8,"StuID, LName, Fname, Age, Sex, Major, Advisor, city_code"
game_1,Video_Games,6,3,"GameID, GName, GType"
game_1,Plays_Games,10,3,"StuID, GameID, Hours_Played"
game_1,SportsInfo,14,5,"StuID, SportName, HoursPerWeek, GamesPlayed, OnScholarship"
cre_Drama_Workshop_Groups,Ref_Payment_Methods,3,2,"payment_method_code, payment_method_description"
cre_Drama_Workshop_Groups,Ref_Service_Types,4,3,"Service_Type_Code, Parent_Service_Type_Code, Service_Type_Description"
cre_Drama_Workshop_Groups,Addresses,20,6,"Address_ID, Line_1, Line_2, City_Town, State_County, Other_Details"
cre_Drama_Workshop_Groups,Products,15,5,"Product_ID, Product_Name, Product_Price, Product_Description, Other_Product_Service_Details"
cre_Drama_Workshop_Groups,Marketing_Regions,8,4,"Marketing_Region_Code, Marketing_Region_Name, Marketing_Region_Descriptrion, Other_Details"
cre_Drama_Workshop_Groups,Clients,20,6,"Client_ID, Address_ID, Customer_Email_Address, Customer_Name, Customer_Phone, Other_Details"
cre_Drama_Workshop_Groups,Drama_Workshop_Groups,15,8,"Workshop_Group_ID, Address_ID, Currency_Code, Marketing_Region_Code, Store_Name, Store_Phone, Store_Email_Address, Other_Details"
cre_Drama_Workshop_Groups,Performers,20,6,"Performer_ID, Address_ID, Customer_Name, Customer_Phone, Customer_Email_Address, Other_Details"
cre_Drama_Workshop_Groups,Customers,15,6,"Customer_ID, Address_ID, Customer_Name, Customer_Phone, Customer_Email_Address, Other_Details"
cre_Drama_Workshop_Groups,Stores,10,7,"Store_ID, Address_ID, Marketing_Region_Code, Store_Name, Store_Phone, Store_Email_Address, Other_Details"
cre_Drama_Workshop_Groups,Bookings,15,9,"Booking_ID, Customer_ID, Workshop_Group_ID, Status_Code, Store_ID, Order_Date, Planned_Delivery_Date, Actual_Delivery_Date, Other_Order_Details"
cre_Drama_Workshop_Groups,Performers_in_Bookings,18,2,"Order_ID, Performer_ID"
cre_Drama_Workshop_Groups,Customer_Orders,15,7,"Order_ID, Customer_ID, Store_ID, Order_Date, Planned_Delivery_Date, Actual_Delivery_Date, Other_Order_Details"
cre_Drama_Workshop_Groups,Order_Items,15,5,"Order_Item_ID, Order_ID, Product_ID, Order_Quantity, Other_Item_Details"
cre_Drama_Workshop_Groups,Invoices,15,7,"Invoice_ID, Order_ID, payment_method_code, Product_ID, Order_Quantity, Other_Item_Details, Order_Item_ID"
cre_Drama_Workshop_Groups,Services,15,7,"Service_ID, Service_Type_Code, Workshop_Group_ID, Product_Description, Product_Name, Product_Price, Other_Product_Service_Details"
cre_Drama_Workshop_Groups,Bookings_Services,12,2,"Order_ID, Product_ID"
cre_Drama_Workshop_Groups,Invoice_Items,2,7,"Invoice_Item_ID, Invoice_ID, Order_ID, Order_Item_ID, Product_ID, Order_Quantity, Other_Item_Details"
election,county,5,4,"County_Id, County_name, Population, Zip_code"
election,party,7,8,"Party_ID, Year, Party, Governor, Lieutenant_Governor, Comptroller, Attorney_General, US_Senate"
election,election,8,7,"Election_ID, Counties_Represented, District, Delegate, Party, First_Elected, Committee"
book_2,publication,7,5,"Publication_ID, Book_ID, Publisher, Publication_Date, Price"
book_2,book,10,4,"Book_ID, Title, Issues, Writer"
music_4,artist,7,5,"Artist_ID, Artist, Age, Famous_Title, Famous_Release_date"
music_4,volume,10,6,"Volume_ID, Volume_Issue, Issue_Date, Weeks_on_Top, Song, Artist_ID"
music_4,music_festival,9,6,"ID, Music_Festival, Date_of_ceremony, Category, Volume, Result"
small_bank_1,ACCOUNTS,7,2,"custid, name"
small_bank_1,SAVINGS,6,2,"custid, balance"
small_bank_1,CHECKING,7,2,"custid, balance"
local_govt_in_alabama,Services,4,2,"Service_ID, Service_Type_Code"
local_govt_in_alabama,Participants,15,3,"Participant_ID, Participant_Type_Code, Participant_Details"
local_govt_in_alabama,Events,15,3,"Event_ID, Service_ID, Event_Details"
local_govt_in_alabama,Participants_in_Events,18,2,"Event_ID, Participant_ID"
device,device,6,6,"Device_ID, Device, Carrier, Package_Version, Applications, Software_Platform"
device,shop,12,5,"Shop_ID, Shop_Name, Location, Open_Date, Open_Year"
device,stock,8,3,"Shop_ID, Device_ID, Quantity"
sports_competition,club,6,4,"Club_ID, name, Region, Start_year"
sports_competition,club_rank,6,6,"Rank, Club_ID, Gold, Silver, Bronze, Total"
sports_competition,player,15,8,"Player_ID, name, Position, Club_ID, Apps, Tries, Goals, Points"
sports_competition,competition,11,4,"Competition_ID, Year, Competition_type, Country"
sports_competition,competition_result,6,4,"Competition_ID, Club_ID_1, Club_ID_2, Score"
workshop_paper,workshop,6,4,"Workshop_ID, Date, Venue, Name"
workshop_paper,submission,10,4,"Submission_ID, Scores, Author, College"
workshop_paper,Acceptance,6,3,"Submission_ID, Workshop_ID, Result"
tracking_orders,Customers,15,3,"customer_id, customer_name, customer_details"
tracking_orders,Invoices,15,3,"invoice_number, invoice_date, invoice_details"
tracking_orders,Orders,15,5,"order_id, customer_id, order_status, date_order_placed, order_details"
tracking_orders,Products,15,3,"product_id, product_name, product_details"
tracking_orders,Order_Items,15,5,"order_item_id, product_id, order_id, order_item_status, order_item_details"
tracking_orders,Shipments,15,6,"shipment_id, order_id, invoice_number, shipment_tracking_number, shipment_date, other_shipment_details"
tracking_orders,Shipment_Items,15,2,"shipment_id, order_item_id"
school_bus,driver,12,5,"Driver_ID, Name, Party, Home_city, Age"
school_bus,school,7,5,"School_ID, Grade, School, Location, Type"
school_bus,school_bus,5,4,"School_ID, Driver_ID, Years_Working, If_full_time"
protein_institute,building,8,6,"building_id, Name, Street_address, Years_as_tallest, Height_feet, Floors"
protein_institute,Institution,11,9,"Institution_id, Institution, Location, Founded, Type, Enrollment, Team, Primary_Conference, building_id"
protein_institute,protein,5,7,"common_name, protein_name, divergence_from_human_lineage, accession_number, sequence_length, sequence_identity_to_human_protein, Institution_id"
activity_1,Activity,16,2,"actid, activity_name"
activity_1,Participates_in,70,2,"stuid, actid"
activity_1,Faculty_Participates_in,40,2,"FacID, actid"
activity_1,Student,34,8,"StuID, LName, Fname, Age, Sex, Major, Advisor, city_code"
activity_1,Faculty,58,8,"FacID, Lname, Fname, Rank, Sex, Phone, Room, Building"
phone_market,phone,5,5,"Name, Phone_ID, Memory_in_G, Carrier, Price"
phone_market,market,6,5,"Market_ID, District, Num_of_employees, Num_of_shops, Ranking"
phone_market,phone_market,6,3,"Market_ID, Phone_ID, Num_of_stock"
entrepreneur,entrepreneur,6,5,"Entrepreneur_ID, People_ID, Company, Money_Requested, Investor"
entrepreneur,people,8,5,"People_ID, Name, Height, Weight, Date_of_Birth"
apartment_rentals,Apartment_Buildings,15,7,"building_id, building_short_name, building_full_name, building_description, building_address, building_manager, building_phone"
apartment_rentals,Apartments,15,7,"apt_id, building_id, apt_type_code, apt_number, bathroom_count, bedroom_count, room_count"
apartment_rentals,Apartment_Facilities,7,2,"apt_id, facility_code"
apartment_rentals,Guests,15,5,"guest_id, gender_code, guest_first_name, guest_last_name, date_of_birth"
apartment_rentals,Apartment_Bookings,15,6,"apt_booking_id, apt_id, guest_id, booking_status_code, booking_start_date, booking_end_date"
apartment_rentals,View_Unit_Status,20,4,"apt_id, apt_booking_id, status_date, available_yn"
medicine_enzyme_interaction,medicine,21,4,"id, name, Trade_Name, FDA_approved"
medicine_enzyme_interaction,enzyme,8,7,"id, name, Location, Product, Chromosome, OMIM, Porphyria"
medicine_enzyme_interaction,medicine_enzyme_interaction,19,3,"enzyme_id, medicine_id, interaction_type"
gymnast,gymnast,7,8,"Gymnast_ID, Floor_Exercise_Points, Pommel_Horse_Points, Rings_Points, Vault_Points, Parallel_Bars_Points, Horizontal_Bar_Points, Total_Points"
gymnast,people,10,5,"People_ID, Name, Age, Height, Hometown"
student_1,list,60,4,"LastName, FirstName, Grade, Classroom"
student_1,teachers,12,3,"LastName, FirstName, Classroom"
store_1,artists,275,2,"id, name"
store_1,sqlite_sequence,10,2,"name, seq"
store_1,albums,347,3,"id, title, artist_id"
store_1,employees,8,15,"id, last_name, first_name, title, reports_to, birth_date, hire_date, address, city, state, country, postal_code, phone, fax, email"
store_1,customers,59,13,"id, first_name, last_name, company, address, city, state, country, postal_code, phone, fax, email, support_rep_id"
store_1,genres,25,2,"id, name"
store_1,invoices,412,9,"id, customer_id, invoice_date, billing_address, billing_city, billing_state, billing_country, billing_postal_code, total"
store_1,media_types,5,2,"id, name"
store_1,tracks,3503,9,"id, name, album_id, media_type_id, genre_id, composer, milliseconds, bytes, unit_price"
store_1,invoice_lines,2240,5,"id, invoice_id, track_id, unit_price, quantity"
store_1,playlists,18,2,"id, name"
store_1,playlist_tracks,8715,2,"playlist_id, track_id"
employee_hire_evaluation,employee,10,4,"Employee_ID, Name, Age, City"
employee_hire_evaluation,shop,9,6,"Shop_ID, Name, Location, District, Number_products, Manager_name"
employee_hire_evaluation,hiring,7,4,"Shop_ID, Employee_ID, Start_from, Is_full_time"
employee_hire_evaluation,evaluation,6,3,"Employee_ID, Year_awarded, Bonus"
college_1,CLASS,13,6,"CLASS_CODE, CRS_CODE, CLASS_SECTION, CLASS_TIME, CLASS_ROOM, PROF_NUM"
college_1,COURSE,6,4,"CRS_CODE, DEPT_CODE, CRS_DESCRIPTION, CRS_CREDIT"
college_1,DEPARTMENT,11,6,"DEPT_CODE, DEPT_NAME, SCHOOL_CODE, EMP_NUM, DEPT_ADDRESS, DEPT_EXTENSION"
college_1,EMPLOYEE,37,7,"EMP_NUM, EMP_LNAME, EMP_FNAME, EMP_INITIAL, EMP_JOBCODE, EMP_HIREDATE, EMP_DOB"
college_1,ENROLL,6,3,"CLASS_CODE, STU_NUM, ENROLL_GRADE"
college_1,PROFESSOR,22,5,"EMP_NUM, DEPT_CODE, PROF_OFFICE, PROF_EXTENSION, PROF_HIGH_DEGREE"
college_1,STUDENT,8,12,"STU_NUM, STU_LNAME, STU_FNAME, STU_INIT, STU_DOB, STU_HRS, STU_CLASS, STU_GPA, STU_TRANSFER, DEPT_CODE, STU_PHONE, PROF_NUM"
local_govt_mdm,Customer_Master_Index,9,2,"master_customer_id, cmi_details"
local_govt_mdm,CMI_Cross_References,21,3,"cmi_cross_ref_id, master_customer_id, source_system_code"
local_govt_mdm,Council_Tax,6,2,"council_tax_id, cmi_cross_ref_id"
local_govt_mdm,Business_Rates,3,2,"business_rates_id, cmi_cross_ref_id"
local_govt_mdm,Benefits_Overpayments,4,2,"council_tax_id, cmi_cross_ref_id"
local_govt_mdm,Parking_Fines,2,2,"council_tax_id, cmi_cross_ref_id"
local_govt_mdm,Rent_Arrears,4,2,"council_tax_id, cmi_cross_ref_id"
local_govt_mdm,Electoral_Register,6,2,"electoral_register_id, cmi_cross_ref_id"
company_office,buildings,12,6,"id, name, City, Height, Stories, Status"
company_office,Companies,19,8,"id, name, Headquarters, Industry, Sales_billion, Profits_billion, Assets_billion, Market_Value_billion"
company_office,Office_locations,16,3,"building_id, company_id, move_in_year"
battle_death,battle,8,6,"id, name, date, bulgarian_commander, latin_commander, result"
battle_death,ship,7,7,"lost_in_battle, id, name, tonnage, ship_type, location, disposition_of_ship"
battle_death,death,13,5,"caused_by_ship_id, id, note, killed, injured"
dorm_1,Student,34,8,"StuID, LName, Fname, Age, Sex, Major, Advisor, city_code"
dorm_1,Dorm,7,4,"dormid, dorm_name, student_capacity, gender"
dorm_1,Dorm_amenity,12,2,"amenid, amenity_name"
dorm_1,Has_amenity,40,2,"dormid, amenid"
dorm_1,Lives_in,31,3,"stuid, dormid, room_number"
products_for_hire,Discount_Coupons,15,3,"coupon_id, date_issued, coupon_amount"
products_for_hire,Customers,15,8,"customer_id, coupon_id, good_or_bad_customer, first_name, last_name, gender_mf, date_became_customer, date_last_hire"
products_for_hire,Bookings,15,11,"booking_id, customer_id, booking_status_code, returned_damaged_yn, booking_start_date, booking_end_date, count_hired, amount_payable, amount_of_discount, amount_outstanding, amount_of_refund"
products_for_hire,Products_for_Hire,5,5,"product_id, product_type_code, daily_hire_cost, product_name, product_description"
products_for_hire,Payments,15,8,"payment_id, booking_id, customer_id, payment_type_code, amount_paid_in_full_yn, payment_date, amount_due, amount_paid"
products_for_hire,Products_Booked,12,6,"booking_id, product_id, returned_yn, returned_late_yn, booked_count, booked_amount"
products_for_hire,View_Product_Availability,4,4,"product_id, booking_id, status_date, available_yn"
coffee_shop,shop,10,5,"Shop_ID, Address, Num_of_staff, Score, Open_Year"
coffee_shop,member,10,7,"Member_ID, Name, Membership_card, Age, Time_of_purchase, Level_of_membership, Address"
coffee_shop,happy_hour,10,4,"HH_ID, Shop_ID, Month, Num_of_shaff_in_charge"
coffee_shop,happy_hour_member,6,3,"HH_ID, Member_ID, Total_amount"
singer,singer,8,5,"Singer_ID, Name, Birth_Year, Net_Worth_Millions, Citizenship"
singer,song,8,5,"Song_ID, Title, Singer_ID, Sales, Highest_Position"
chinook_1,Album,347,3,"AlbumId, Title, ArtistId"
chinook_1,Artist,275,2,"ArtistId, Name"
chinook_1,Customer,59,13,"CustomerId, FirstName, LastName, Company, Address, City, State, Country, PostalCode, Phone, Fax, Email, SupportRepId"
chinook_1,Employee,8,15,"EmployeeId, LastName, FirstName, Title, ReportsTo, BirthDate, HireDate, Address, City, State, Country, PostalCode, Phone, Fax, Email"
chinook_1,Genre,25,2,"GenreId, Name"
chinook_1,Invoice,412,9,"InvoiceId, CustomerId, InvoiceDate, BillingAddress, BillingCity, BillingState, BillingCountry, BillingPostalCode, Total"
chinook_1,InvoiceLine,2240,5,"InvoiceLineId, InvoiceId, TrackId, UnitPrice, Quantity"
chinook_1,MediaType,5,2,"MediaTypeId, Name"
chinook_1,Playlist,18,2,"PlaylistId, Name"
chinook_1,PlaylistTrack,8715,2,"PlaylistId, TrackId"
chinook_1,Track,3503,9,"TrackId, Name, AlbumId, MediaTypeId, GenreId, Composer, Milliseconds, Bytes, UnitPrice"
behavior_monitoring,Ref_Address_Types,2,2,"address_type_code, address_type_description"
behavior_monitoring,Ref_Detention_Type,3,2,"detention_type_code, detention_type_description"
behavior_monitoring,Ref_Incident_Type,3,2,"incident_type_code, incident_type_description"
behavior_monitoring,Addresses,20,9,"address_id, line_1, line_2, line_3, city, zip_postcode, state_province_county, country, other_address_details"
behavior_monitoring,Students,15,10,"student_id, address_id, first_name, middle_name, last_name, cell_mobile_number, email_address, date_first_rental, date_left_university, other_student_details"
behavior_monitoring,Teachers,15,9,"teacher_id, address_id, first_name, middle_name, last_name, gender, cell_mobile_number, email_address, other_details"
behavior_monitoring,Assessment_Notes,15,6,"notes_id, student_id, teacher_id, date_of_notes, text_of_notes, other_details"
behavior_monitoring,Behavior_Incident,15,8,"incident_id, incident_type_code, student_id, date_incident_start, date_incident_end, incident_summary, recommendations, other_details"
behavior_monitoring,Detention,15,7,"detention_id, detention_type_code, teacher_id, datetime_detention_start, datetime_detention_end, detention_summary, other_details"
behavior_monitoring,Student_Addresses,20,6,"student_id, address_id, date_address_from, date_address_to, monthly_rental, other_details"
behavior_monitoring,Students_in_Detention,15,3,"student_id, detention_id, incident_id"
world_1,city,4079,5,"ID, Name, CountryCode, District, Population"
world_1,sqlite_sequence,1,2,"name, seq"
world_1,country,239,15,"Code, Name, Continent, Region, SurfaceArea, IndepYear, Population, LifeExpectancy, GNP, GNPOld, LocalName, GovernmentForm, HeadOfState, Capital, Code2"
world_1,countrylanguage,984,4,"CountryCode, Language, IsOfficial, Percentage"
university_basketball,basketball_match,4,12,"Team_ID, School_ID, Team_Name, ACC_Regular_Season, ACC_Percent, ACC_Home, ACC_Road, All_Games, All_Games_Percent, All_Home, All_Road, All_Neutral"
university_basketball,university,5,8,"School_ID, School, Location, Founded, Affiliation, Enrollment, Nickname, Primary_conference"
mountain_photos,mountain,23,6,"id, name, Height, Prominence, Range, Country"
mountain_photos,camera_lens,11,5,"id, brand, name, focal_length_mm, max_aperture"
mountain_photos,photos,10,5,"id, camera_lens_id, mountain_id, color, name"
scholar,venue,0,2,"venueId, venueName"
scholar,author,0,2,"authorId, authorName"
scholar,dataset,0,2,"datasetId, datasetName"
scholar,journal,0,2,"journalId, journalName"
scholar,keyphrase,0,2,"keyphraseId, keyphraseName"
scholar,paper,0,7,"paperId, title, venueId, year, numCiting, numCitedBy, journalId"
scholar,cite,0,2,"citingPaperId, citedPaperId"
scholar,paperDataset,0,2,"paperId, datasetId"
scholar,paperKeyphrase,0,2,"paperId, keyphraseId"
scholar,writes,0,2,"paperId, authorId"
product_catalog,Attribute_Definitions,4,3,"attribute_id, attribute_name, attribute_data_type"
product_catalog,Catalogs,8,5,"catalog_id, catalog_name, catalog_publisher, date_of_publication, date_of_latest_revision"
product_catalog,Catalog_Structure,3,3,"catalog_level_number, catalog_id, catalog_level_name"
product_catalog,Catalog_Contents,15,14,"catalog_entry_id, catalog_level_number, parent_entry_id, previous_entry_id, next_entry_id, catalog_entry_name, product_stock_number, price_in_dollars, price_in_euros, price_in_pounds, capacity, length, height, width"
product_catalog,Catalog_Contents_Additional_Attributes,15,4,"catalog_entry_id, catalog_level_number, attribute_id, attribute_value"
real_estate_properties,Ref_Feature_Types,2,2,"feature_type_code, feature_type_name"
real_estate_properties,Ref_Property_Types,5,2,"property_type_code, property_type_description"
real_estate_properties,Other_Available_Features,3,4,"feature_id, feature_type_code, feature_name, feature_description"
real_estate_properties,Properties,15,26,"property_id, property_type_code, date_on_market, date_sold, property_name, property_address, room_count, vendor_requested_price, buyer_offered_price, agreed_selling_price, apt_feature_1, apt_feature_2, apt_feature_3, fld_feature_1, fld_feature_2, fld_feature_3, hse_feature_1, hse_feature_2, hse_feature_3, oth_feature_1, oth_feature_2, oth_feature_3, shp_feature_1, shp_feature_2, shp_feature_3, other_property_details"
real_estate_properties,Other_Property_Features,15,3,"property_id, feature_id, property_feature_description"
student_transcripts_tracking,Addresses,15,9,"address_id, line_1, line_2, line_3, city, zip_postcode, state_province_county, country, other_address_details"
student_transcripts_tracking,Courses,15,4,"course_id, course_name, course_description, other_details"
student_transcripts_tracking,Departments,15,4,"department_id, department_name, department_description, other_details"
student_transcripts_tracking,Degree_Programs,15,5,"degree_program_id, department_id, degree_summary_name, degree_summary_description, other_details"
student_transcripts_tracking,Sections,15,5,"section_id, course_id, section_name, section_description, other_details"
student_transcripts_tracking,Semesters,15,4,"semester_id, semester_name, semester_description, other_details"
student_transcripts_tracking,Students,15,12,"student_id, current_address_id, permanent_address_id, first_name, middle_name, last_name, cell_mobile_number, email_address, ssn, date_first_registered, date_left, other_student_details"
student_transcripts_tracking,Student_Enrolment,15,5,"student_enrolment_id, degree_program_id, semester_id, student_id, other_details"
student_transcripts_tracking,Student_Enrolment_Courses,15,3,"student_course_id, course_id, student_enrolment_id"
student_transcripts_tracking,Transcripts,15,3,"transcript_id, transcript_date, other_details"
student_transcripts_tracking,Transcript_Contents,15,2,"student_course_id, transcript_id"
film_rank,film,13,5,"Film_ID, Title, Studio, Director, Gross_in_dollar"
film_rank,market,6,3,"Market_ID, Country, Number_cities"
film_rank,film_market_estimation,9,7,"Estimation_ID, Low_Estimate, High_Estimate, Film_ID, Type, Market_ID, Year"
theme_gallery,artist,7,5,"Artist_ID, Name, Country, Year_Join, Age"
theme_gallery,exhibition,6,5,"Exhibition_ID, Year, Theme, Artist_ID, Ticket_Price"
theme_gallery,exhibition_record,13,3,"Exhibition_ID, Date, Attendance"
e_government,Addresses,15,6,"address_id, line_1_number_building, town_city, zip_postcode, state_province_county, country"
e_government,Services,15,4,"service_id, service_type_code, service_name, service_descriptio"
e_government,Forms,6,6,"form_id, form_type_code, service_id, form_number, form_name, form_description"
e_government,Individuals,15,7,"individual_id, individual_first_name, individual_middle_name, inidividual_phone, individual_email, individual_address, individual_last_name"
e_government,Organizations,5,4,"organization_id, date_formed, organization_name, uk_vat_number"
e_government,Parties,15,4,"party_id, payment_method_code, party_phone, party_email"
e_government,Organization_Contact_Individuals,15,4,"individual_id, organization_id, date_contact_from, date_contact_to"
e_government,Party_Addresses,15,5,"party_id, address_id, date_address_from, address_type_code, date_address_to"
e_government,Party_Forms,13,5,"party_id, form_id, date_completion_started, form_status_code, date_fully_completed"
e_government,Party_Services,15,5,"booking_id, customer_id, service_id, service_datetime, booking_made_date"
insurance_fnol,Customers,15,2,"Customer_ID, Customer_name"
insurance_fnol,Services,4,2,"Service_ID, Service_name"
insurance_fnol,Available_Policies,15,3,"Policy_ID, policy_type_code, Customer_Phone"
insurance_fnol,Customers_Policies,14,4,"Customer_ID, Policy_ID, Date_Opened, Date_Closed"
insurance_fnol,First_Notification_of_Loss,7,4,"FNOL_ID, Customer_ID, Policy_ID, Service_ID"
insurance_fnol,Claims,10,3,"Claim_ID, FNOL_ID, Effective_Date"
insurance_fnol,Settlements,10,4,"Settlement_ID, Claim_ID, Effective_Date, Settlement_Amount"
restaurant_1,Student,34,8,"StuID, LName, Fname, Age, Sex, Major, Advisor, city_code"
restaurant_1,Restaurant,2,4,"ResID, ResName, Address, Rating"
restaurant_1,Type_Of_Restaurant,2,2,"ResID, ResTypeID"
restaurant_1,Restaurant_Type,2,3,"ResTypeID, ResTypeName, ResTypeDescription"
restaurant_1,Visits_Restaurant,2,4,"StuID, ResID, Time, Spent"
inn_1,Rooms,10,7,"RoomId, roomName, beds, bedType, maxOccupancy, basePrice, decor"
inn_1,Reservations,600,9,"Code, Room, CheckIn, CheckOut, Rate, LastName, FirstName, Adults, Kids"
tracking_software_problems,Problem_Category_Codes,3,2,"problem_category_code, problem_category_description"
tracking_software_problems,Problem_Log,15,9,"problem_log_id, assigned_to_staff_id, problem_id, problem_category_code, problem_status_code, log_entry_date, log_entry_description, log_entry_fix, other_log_details"
tracking_software_problems,Problem_Status_Codes,2,2,"problem_status_code, problem_status_description"
tracking_software_problems,Product,15,3,"product_id, product_name, product_details"
tracking_software_problems,Staff,15,4,"staff_id, staff_first_name, staff_last_name, other_staff_details"
tracking_software_problems,Problems,15,8,"problem_id, product_id, closure_authorised_by_staff_id, reported_by_staff_id, date_problem_reported, date_problem_closed, problem_description, other_problem_details"
riding_club,player,14,8,"Player_ID, Sponsor_name, Player_name, Gender, Residence, Occupation, Votes, Rank"
riding_club,club,6,4,"Club_ID, Club_name, Region, Start_year"
riding_club,coach,5,5,"Coach_ID, Coach_name, Gender, Club_ID, Rank"
riding_club,player_coach,7,3,"Player_ID, Coach_ID, Starting_year"
riding_club,match_result,6,7,"Rank, Club_ID, Gold, Big_Silver, Small_Silver, Bronze, Points"
ship_mission,mission,7,7,"Mission_ID, Ship_ID, Code, Launched_Year, Location, Speed_knots, Fate"
ship_mission,ship,8,5,"Ship_ID, Name, Type, Nationality, Tonnage"
student_assessment,Addresses,15,7,"address_id, line_1, line_2, city, zip_postcode, state_province_county, country"
student_assessment,People,8,8,"person_id, first_name, middle_name, last_name, cell_mobile_number, email_address, login_name, password"
student_assessment,Students,8,2,"student_id, student_details"
student_assessment,Courses,6,4,"course_id, course_name, course_description, other_details"
student_assessment,People_Addresses,8,5,"person_address_id, person_id, address_id, date_from, date_to"
student_assessment,Student_Course_Registrations,9,3,"student_id, course_id, registration_date"
student_assessment,Student_Course_Attendance,8,3,"student_id, course_id, date_of_attendance"
student_assessment,Candidates,8,2,"candidate_id, candidate_details"
student_assessment,Candidate_Assessments,5,4,"candidate_id, qualification, assessment_date, asessment_outcome_code"
assets_maintenance,Third_Party_Companies,15,5,"company_id, company_type, company_name, company_address, other_company_details"
assets_maintenance,Maintenance_Contracts,15,5,"maintenance_contract_id, maintenance_contract_company_id, contract_start_date, contract_end_date, other_contract_details"
assets_maintenance,Parts,3,5,"part_id, part_name, chargeable_yn, chargeable_amount, other_part_details"
assets_maintenance,Skills,3,3,"skill_id, skill_code, skill_description"
assets_maintenance,Staff,15,4,"staff_id, staff_name, gender, other_staff_details"
assets_maintenance,Assets,15,9,"asset_id, maintenance_contract_id, supplier_company_id, asset_details, asset_make, asset_model, asset_acquired_date, asset_disposed_date, other_asset_details"
assets_maintenance,Asset_Parts,15,2,"asset_id, part_id"
assets_maintenance,Maintenance_Engineers,15,5,"engineer_id, company_id, first_name, last_name, other_details"
assets_maintenance,Engineer_Skills,20,2,"engineer_id, skill_id"
assets_maintenance,Fault_Log,15,6,"fault_log_entry_id, asset_id, recorded_by_staff_id, fault_log_entry_datetime, fault_description, other_fault_details"
assets_maintenance,Engineer_Visits,15,8,"engineer_visit_id, contact_staff_id, engineer_id, fault_log_entry_id, fault_status, visit_start_datetime, visit_end_datetime, other_visit_details"
assets_maintenance,Part_Faults,15,5,"part_fault_id, part_id, fault_short_name, fault_description, other_fault_details"
assets_maintenance,Fault_Log_Parts,15,3,"fault_log_entry_id, part_fault_id, fault_status"
assets_maintenance,Skills_Required_To_Fix,15,2,"part_fault_id, skill_id"
twitter_1,follows,9,2,"f1, f2"
twitter_1,tweets,8,4,"id, uid, text, createdate"
twitter_1,user_profiles,7,5,"uid, name, email, partitionid, followers"
body_builder,body_builder,5,5,"Body_Builder_ID, People_ID, Snatch, Clean_Jerk, Total"
body_builder,people,6,6,"People_ID, Name, Height, Weight, Birth_Date, Birth_Place"
school_player,school,6,10,"School_ID, School, Location, Enrollment, Founded, Denomination, Boys_or_Girls, Day_or_Boarding, Year_Entered_Competition, School_Colors"
school_player,school_details,6,6,"School_ID, Nickname, Colors, League, Class, Division"
school_player,school_performance,22,4,"School_Id, School_Year, Class_A, Class_AA"
school_player,player,23,6,"Player_ID, Player, Team, Age, Position, School_ID"
